CROP,DISTRICT,YEAR,SEASON,AREA,PRODUCTION
Cotton,24 Parganas South,"2,005",Kharif     ,"1,316","3,343"
Cotton,24 Parganas South,"2,006",Kharif     ,"4,851","10,381"
Cotton,24 Parganas South,"2,007",Kharif     ,"1,600","2,672"
Cotton,24 Parganas South,"2,008",Kharif     ,735,"1,213"
Cotton,24 Parganas South,"2,009",Kharif     ,457,832
Cotton,24 Parganas South,"2,010",Kharif     ,596,"1,025"
Cotton,24 Parganas South,"2,011",Kharif     ,75,345
Cotton,24 Parganas South,"2,012",Kharif     ,284,"1,278"
Cotton,24 Parganas South,"2,013",Kharif     ,287,"1,079"
Cotton,24 Parganas South,"2,014",Kharif     ,615,"1,574"
Cotton,24 Parganas South,"2,015",Kharif     ,451,"1,326"
Cotton,24 Parganas South,"2,016",Kharif     ,275,872
Cotton,24 Parganas South,"2,017",Kharif     ,176,866
Cotton,24 Parganas South,"2,018",Kharif     ,360,"1,753"
Cotton,24 Parganas South,"2,019",Kharif     ,300,588
Cotton,Bankura,"2,005",Kharif     ,10,4
Cotton,Bankura,"2,006",Kharif     ,10,4
Cotton,Bankura,"2,007",Kharif     ,650,949
Cotton,Bankura,"2,008",Kharif     ,332,242
Cotton,Birbhum,"2,001",Kharif     ,1,1
Cotton,Birbhum,"2,007",Kharif     ,500,900
Cotton,Howrah,"2,007",Kharif     ,100,125
Cotton,Howrah,"2,008",Kharif     ,100,125
Cotton,Howrah,"2,009",Kharif     ,100,125
Cotton,Howrah,"2,010",Kharif     ,5,8
Cotton,Howrah,"2,011",Kharif     ,68,86
Cotton,Howrah,"2,012",Kharif     ,58,73
Cotton,East Medinipur,"2,006",Kharif     ,109,763
Cotton,East Medinipur,"2,007",Kharif     ,200,"1,200"
Cotton,East Medinipur,"2,008",Kharif     ,113,678
Cotton,East Medinipur,"2,019",Kharif     ,5,2
Cotton,West Medinipur,"2,005",Kharif     ,31,32
Cotton,West Medinipur,"2,006",Kharif     ,291,"2,328"
Cotton,West Medinipur,"2,007",Kharif     ,650,"3,250"
Cotton,West Medinipur,"2,008",Kharif     ,298,"1,043"
Cotton,East Bardhaman,"2,005",Kharif     ,10,26
Cotton,East Bardhaman,"2,006",Kharif     ,250,750
Cotton,East Bardhaman,"2,007",Kharif     ,950,"1,108"
Cotton,East Bardhaman,"2,008",Kharif     ,204,204
Cotton,East Bardhaman,"2,009",Kharif     ,48,48
Cotton,Purulia,"2,005",Kharif     ,2,7
Cotton,Purulia,"2,006",Kharif     ,2,7
Cotton,Purulia,"2,007",Kharif     ,600,"2,160"
Cotton,Purulia,"2,008",Kharif     ,600,"2,160"
Cotton,Purulia,"2,009",Kharif     ,600,"2,160"
Dry Chillies,24 Parganas North,"1,999",Autumn     ,"1,054","1,067"
Dry Chillies,24 Parganas North,"1,999",Rabi       ,"2,722","4,181"
Dry Chillies,24 Parganas North,"1,999",,"3,776","5,248"
Dry Chillies,24 Parganas North,"2,002",Autumn     ,"1,152","1,175"
Dry Chillies,24 Parganas North,"2,002",Rabi       ,"3,070","6,521"
Dry Chillies,24 Parganas North,"2,002",,"4,222","7,696"
Dry Chillies,24 Parganas South,"1,999",Autumn     ,669,268
Dry Chillies,24 Parganas South,"1,999",Rabi       ,"15,997","6,399"
Dry Chillies,24 Parganas South,"1,999",,"16,666","6,667"
Dry Chillies,24 Parganas South,"2,002",Autumn     ,512,384
Dry Chillies,24 Parganas South,"2,002",Rabi       ,"8,991","8,200"
Dry Chillies,24 Parganas South,"2,002",,"9,503","8,584"
Dry Chillies,Bankura,"1,999",Autumn     ,697,443
Dry Chillies,Bankura,"1,999",Rabi       ,841,920
Dry Chillies,Bankura,"1,999",,"1,538","1,363"
Dry Chillies,Bankura,"2,002",Autumn     ,635,385
Dry Chillies,Bankura,"2,002",Rabi       ,777,736
Dry Chillies,Bankura,"2,002",,"1,412","1,121"
Dry Chillies,Birbhum,"1,999",Autumn     ,228,114
Dry Chillies,Birbhum,"1,999",Rabi       ,265,663
Dry Chillies,Birbhum,"1,999",,493,777
Dry Chillies,Birbhum,"2,002",Autumn     ,265,148
Dry Chillies,Birbhum,"2,002",Rabi       ,348,870
Dry Chillies,Birbhum,"2,002",,613,"1,018"
Dry Chillies,Coochbehar,"1,999",Autumn     ,"1,500","1,125"
Dry Chillies,Coochbehar,"1,999",Rabi       ,"3,500","4,288"
Dry Chillies,Coochbehar,"1,999",,"5,000","5,413"
Dry Chillies,Coochbehar,"2,002",Autumn     ,825,619
Dry Chillies,Coochbehar,"2,002",Rabi       ,"5,480","6,576"
Dry Chillies,Coochbehar,"2,002",,"6,305","7,195"
Dry Chillies,Darjeeling,"1,999",Autumn     ,200,165
Dry Chillies,Darjeeling,"1,999",Rabi       ,220,184
Dry Chillies,Darjeeling,"1,999",,420,349
Dry Chillies,Darjeeling,"2,002",Autumn     ,160,137
Dry Chillies,Darjeeling,"2,002",Rabi       ,210,169
Dry Chillies,Darjeeling,"2,002",,370,306
Dry Chillies,South Dinajpur,"1,999",Autumn     ,620,442
Dry Chillies,South Dinajpur,"1,999",Rabi       ,"1,385",857
Dry Chillies,South Dinajpur,"1,999",,"2,005","1,299"
Dry Chillies,South Dinajpur,"2,002",Autumn     ,750,589
Dry Chillies,South Dinajpur,"2,002",Rabi       ,"1,330",857
Dry Chillies,South Dinajpur,"2,002",,"2,080","1,446"
Dry Chillies,North Dinajpur,"1,999",Autumn     ,"1,152",317
Dry Chillies,North Dinajpur,"1,999",Rabi       ,"3,024","1,845"
Dry Chillies,North Dinajpur,"1,999",,"4,176","2,162"
Dry Chillies,North Dinajpur,"2,002",Autumn     ,"2,170",851
Dry Chillies,North Dinajpur,"2,002",Rabi       ,"4,364","2,946"
Dry Chillies,North Dinajpur,"2,002",,"6,534","3,797"
Dry Chillies,Hoogly,"1,999",Autumn     ,281,169
Dry Chillies,Hoogly,"1,999",Rabi       ,256,210
Dry Chillies,Hoogly,"1,999",,537,379
Dry Chillies,Hoogly,"2,002",Autumn     ,364,210
Dry Chillies,Hoogly,"2,002",Rabi       ,614,445
Dry Chillies,Hoogly,"2,002",,978,655
Dry Chillies,Howrah,"1,999",Autumn     ,100,52
Dry Chillies,Howrah,"1,999",Rabi       ,141,140
Dry Chillies,Howrah,"1,999",,241,192
Dry Chillies,Howrah,"2,002",Autumn     ,121,92
Dry Chillies,Howrah,"2,002",Rabi       ,189,187
Dry Chillies,Howrah,"2,002",,310,279
Dry Chillies,Jalpaiguri,"1,999",Autumn     ,"2,155","1,961"
Dry Chillies,Jalpaiguri,"1,999",Rabi       ,"3,925","3,611"
Dry Chillies,Jalpaiguri,"1,999",,"6,080","5,572"
Dry Chillies,Jalpaiguri,"2,002",Autumn     ,"1,770","3,069"
Dry Chillies,Jalpaiguri,"2,002",Rabi       ,"3,775","3,322"
Dry Chillies,Jalpaiguri,"2,002",,"5,545","6,391"
Dry Chillies,Maldah,"1,999",Autumn     ,825,433
Dry Chillies,Maldah,"1,999",Rabi       ,"1,480","1,468"
Dry Chillies,Maldah,"1,999",,"2,305","1,901"
Dry Chillies,Maldah,"2,002",Autumn     ,880,495
Dry Chillies,Maldah,"2,002",Rabi       ,"1,420","1,406"
Dry Chillies,Maldah,"2,002",,"2,300","1,901"
Dry Chillies,East Medinipur,"1,999",Autumn     ,"1,246",648
Dry Chillies,East Medinipur,"1,999",Rabi       ,"3,088","2,841"
Dry Chillies,East Medinipur,"1,999",,"4,334","3,489"
Dry Chillies,East Medinipur,"2,002",Autumn     ,970,566
Dry Chillies,East Medinipur,"2,002",Rabi       ,"2,280","1,943"
Dry Chillies,East Medinipur,"2,002",,"3,250","2,509"
Dry Chillies,West Medinipur,"1,999",Autumn     ,"1,150","1,380"
Dry Chillies,West Medinipur,"1,999",Rabi       ,"3,420","2,924"
Dry Chillies,West Medinipur,"1,999",,"4,570","4,304"
Dry Chillies,West Medinipur,"2,002",Autumn     ,"1,317",968
Dry Chillies,West Medinipur,"2,002",Rabi       ,"4,520","4,303"
Dry Chillies,West Medinipur,"2,002",,"5,837","5,271"
Dry Chillies,Murshidabad,"1,999",Autumn     ,"2,209","2,344"
Dry Chillies,Murshidabad,"1,999",Rabi       ,"2,242","3,605"
Dry Chillies,Murshidabad,"1,999",,"4,451","5,949"
Dry Chillies,Murshidabad,"2,002",Autumn     ,"2,709","3,633"
Dry Chillies,Murshidabad,"2,002",Rabi       ,"1,885","2,795"
Dry Chillies,Murshidabad,"2,002",,"4,594","6,428"
Dry Chillies,Nadia,"1,999",Autumn     ,"1,720","2,408"
Dry Chillies,Nadia,"1,999",Rabi       ,"2,041","2,539"
Dry Chillies,Nadia,"1,999",,"3,761","4,947"
Dry Chillies,Nadia,"2,002",Autumn     ,"2,121","1,595"
Dry Chillies,Nadia,"2,002",Rabi       ,"2,387","3,024"
Dry Chillies,Nadia,"2,002",,"4,508","4,619"
Dry Chillies,East Bardhaman,"1,999",Autumn     ,490,389
Dry Chillies,East Bardhaman,"1,999",Rabi       ,"1,263","1,581"
Dry Chillies,East Bardhaman,"1,999",,"1,753","1,970"
Dry Chillies,East Bardhaman,"2,002",Autumn     ,732,640
Dry Chillies,East Bardhaman,"2,002",Rabi       ,"1,614","1,985"
Dry Chillies,East Bardhaman,"2,002",,"2,346","2,625"
Dry Chillies,Purulia,"1,999",Autumn     ,553,149
Dry Chillies,Purulia,"1,999",Rabi       ,483,174
Dry Chillies,Purulia,"1,999",,"1,036",323
Dry Chillies,Purulia,"2,002",Autumn     ,535,160
Dry Chillies,Purulia,"2,002",Rabi       ,449,172
Dry Chillies,Purulia,"2,002",,984,332
Garlic,24 Parganas North,"2,007",Kharif     ,126,954
Garlic,24 Parganas South,"2,007",Kharif     ,750,"4,985"
Garlic,Bankura,"2,007",Kharif     ,10,100
Garlic,Birbhum,"2,007",Kharif     ,50,590
Garlic,Coochbehar,"2,007",Kharif     ,870,"9,230"
Garlic,Darjeeling,"2,007",Kharif     ,46,490
Garlic,South Dinajpur,"2,007",Kharif     ,3,30
Garlic,North Dinajpur,"2,007",Kharif     ,196,"2,584"
Garlic,Hoogly,"2,007",Kharif     ,399,"4,150"
Garlic,Howrah,"2,007",Kharif     ,42,463
Garlic,Jalpaiguri,"2,007",Kharif     ,64,669
Garlic,Maldah,"2,007",Kharif     ,53,613
Garlic,East Medinipur,"2,007",Kharif     ,348,"3,850"
Garlic,West Medinipur,"2,007",Kharif     ,110,"1,210"
Garlic,Murshidabad,"2,007",Kharif     ,40,450
Garlic,Nadia,"2,007",Kharif     ,164,"1,940"
Garlic,East Bardhaman,"2,007",Kharif     ,50,580
Garlic,Purulia,"2,007",Kharif     ,93,840
Ginger,24 Parganas North,"1,998",Kharif     ,287,409
Ginger,24 Parganas North,"1,999",Kharif     ,256,358
Ginger,24 Parganas North,"2,000",Kharif     ,248,233
Ginger,24 Parganas North,"2,001",Kharif     ,267,253
Ginger,24 Parganas North,"2,002",Kharif     ,269,283
Ginger,24 Parganas North,"2,003",Kharif     ,271,288
Ginger,24 Parganas North,"2,004",Kharif     ,277,489
Ginger,24 Parganas North,"2,005",Kharif     ,270,645
Ginger,24 Parganas North,"2,006",Kharif     ,312,674
Ginger,24 Parganas North,"2,007",Kharif     ,336,748
Ginger,24 Parganas North,"2,008",Kharif     ,347,748
Ginger,24 Parganas South,"1,998",Kharif     ,85,26
Ginger,24 Parganas South,"1,999",Kharif     ,134,450
Ginger,24 Parganas South,"2,000",Kharif     ,219,88
Ginger,24 Parganas South,"2,001",Kharif     ,94,38
Ginger,24 Parganas South,"2,002",Kharif     ,260,182
Ginger,24 Parganas South,"2,003",Kharif     ,257,231
Ginger,24 Parganas South,"2,004",Kharif     ,275,540
Ginger,24 Parganas South,"2,005",Kharif     ,295,374
Ginger,24 Parganas South,"2,006",Kharif     ,307,360
Ginger,24 Parganas South,"2,007",Kharif     ,205,270
Ginger,24 Parganas South,"2,008",Kharif     ,220,270
Ginger,Bankura,"1,998",Kharif     ,160,66
Ginger,Bankura,"1,999",Kharif     ,154,72
Ginger,Bankura,"2,000",Kharif     ,108,213
Ginger,Bankura,"2,001",Kharif     ,125,224
Ginger,Bankura,"2,002",Kharif     ,171,315
Ginger,Bankura,"2,003",Kharif     ,134,268
Ginger,Bankura,"2,004",Kharif     ,184,325
Ginger,Bankura,"2,005",Kharif     ,225,421
Ginger,Bankura,"2,006",Kharif     ,270,484
Ginger,Bankura,"2,007",Kharif     ,270,484
Ginger,Bankura,"2,008",Kharif     ,270,424
Ginger,Birbhum,"1,998",Kharif     ,360,720
Ginger,Birbhum,"1,999",Kharif     ,263,526
Ginger,Birbhum,"2,000",Kharif     ,311,622
Ginger,Birbhum,"2,001",Kharif     ,275,578
Ginger,Birbhum,"2,002",Kharif     ,286,601
Ginger,Birbhum,"2,003",Kharif     ,293,453
Ginger,Birbhum,"2,004",Kharif     ,294,619
Ginger,Birbhum,"2,005",Kharif     ,346,508
Ginger,Birbhum,"2,006",Kharif     ,349,541
Ginger,Birbhum,"2,007",Kharif     ,710,"1,174"
Ginger,Birbhum,"2,008",Kharif     ,780,"1,410"
Ginger,Coochbehar,"1,998",Kharif     ,400,800
Ginger,Coochbehar,"1,999",Kharif     ,400,800
Ginger,Coochbehar,"2,000",Kharif     ,445,"1,112"
Ginger,Coochbehar,"2,001",Kharif     ,350,875
Ginger,Coochbehar,"2,002",Kharif     ,365,913
Ginger,Coochbehar,"2,003",Kharif     ,400,"1,000"
Ginger,Coochbehar,"2,004",Kharif     ,420,"1,050"
Ginger,Coochbehar,"2,005",Kharif     ,420,"1,050"
Ginger,Coochbehar,"2,006",Kharif     ,450,"1,170"
Ginger,Coochbehar,"2,007",Kharif     ,590,"1,685"
Ginger,Coochbehar,"2,008",Kharif     ,595,"1,686"
Ginger,Darjeeling,"1,998",Kharif     ,"2,041","5,772"
Ginger,Darjeeling,"1,999",Kharif     ,"2,049","5,967"
Ginger,Darjeeling,"2,000",Kharif     ,"2,054","6,025"
Ginger,Darjeeling,"2,001",Kharif     ,"2,017","6,142"
Ginger,Darjeeling,"2,002",Kharif     ,"2,019","6,158"
Ginger,Darjeeling,"2,003",Kharif     ,"2,034","6,197"
Ginger,Darjeeling,"2,004",Kharif     ,"2,034","6,197"
Ginger,Darjeeling,"2,005",Kharif     ,239,681
Ginger,Darjeeling,"2,006",Kharif     ,"2,052","6,259"
Ginger,Darjeeling,"2,007",Kharif     ,"2,063","6,690"
Ginger,Darjeeling,"2,008",Kharif     ,"2,102","6,774"
Ginger,South Dinajpur,"1,998",Kharif     ,276,343
Ginger,South Dinajpur,"1,999",Kharif     ,274,358
Ginger,South Dinajpur,"2,000",Kharif     ,275,356
Ginger,South Dinajpur,"2,001",Kharif     ,280,365
Ginger,South Dinajpur,"2,002",Kharif     ,280,366
Ginger,South Dinajpur,"2,003",Kharif     ,255,339
Ginger,South Dinajpur,"2,004",Kharif     ,253,344
Ginger,South Dinajpur,"2,005",Kharif     ,180,218
Ginger,South Dinajpur,"2,006",Kharif     ,137,169
Ginger,South Dinajpur,"2,007",Kharif     ,137,179
Ginger,South Dinajpur,"2,008",Kharif     ,137,278
Ginger,North Dinajpur,"1,998",Kharif     ,975,"2,284"
Ginger,North Dinajpur,"1,999",Kharif     ,745,"2,038"
Ginger,North Dinajpur,"2,000",Kharif     ,687,"1,965"
Ginger,North Dinajpur,"2,001",Kharif     ,785,"1,897"
Ginger,North Dinajpur,"2,002",Kharif     ,"1,006","4,863"
Ginger,North Dinajpur,"2,003",Kharif     ,880,"2,281"
Ginger,North Dinajpur,"2,004",Kharif     ,676,"1,720"
Ginger,North Dinajpur,"2,005",Kharif     ,752,"1,775"
Ginger,North Dinajpur,"2,006",Kharif     ,685,"1,627"
Ginger,North Dinajpur,"2,007",Kharif     ,"1,038","2,535"
Ginger,North Dinajpur,"2,008",Kharif     ,"1,197","2,630"
Ginger,Hoogly,"1,998",Kharif     ,73,66
Ginger,Hoogly,"1,999",Kharif     ,63,51
Ginger,Hoogly,"2,000",Kharif     ,83,75
Ginger,Hoogly,"2,001",Kharif     ,102,82
Ginger,Hoogly,"2,002",Kharif     ,69,94
Ginger,Hoogly,"2,003",Kharif     ,78,124
Ginger,Hoogly,"2,004",Kharif     ,83,134
Ginger,Hoogly,"2,005",Kharif     ,83,134
Ginger,Hoogly,"2,006",Kharif     ,83,134
Ginger,Hoogly,"2,007",Kharif     ,81,74
Ginger,Hoogly,"2,008",Kharif     ,81,74
Ginger,Howrah,"1,998",Kharif     ,33,46
Ginger,Howrah,"1,999",Kharif     ,28,38
Ginger,Howrah,"2,000",Kharif     ,34,45
Ginger,Howrah,"2,001",Kharif     ,27,37
Ginger,Howrah,"2,002",Kharif     ,34,47
Ginger,Howrah,"2,003",Kharif     ,48,71
Ginger,Howrah,"2,004",Kharif     ,41,62
Ginger,Howrah,"2,005",Kharif     ,47,65
Ginger,Howrah,"2,006",Kharif     ,34,47
Ginger,Howrah,"2,007",Kharif     ,35,44
Ginger,Howrah,"2,008",Kharif     ,35,44
Ginger,Jalpaiguri,"1,998",Kharif     ,"1,320","2,251"
Ginger,Jalpaiguri,"1,999",Kharif     ,"1,415","2,448"
Ginger,Jalpaiguri,"2,000",Kharif     ,"1,430","2,402"
Ginger,Jalpaiguri,"2,001",Kharif     ,"1,435","2,411"
Ginger,Jalpaiguri,"2,002",Kharif     ,985,"1,773"
Ginger,Jalpaiguri,"2,003",Kharif     ,"1,220","2,300"
Ginger,Jalpaiguri,"2,004",Kharif     ,"1,323","2,712"
Ginger,Jalpaiguri,"2,005",Kharif     ,"1,307","2,997"
Ginger,Jalpaiguri,"2,006",Kharif     ,"1,307","2,997"
Ginger,Jalpaiguri,"2,007",Kharif     ,"1,356","3,174"
Ginger,Jalpaiguri,"2,008",Kharif     ,"1,459","3,374"
Ginger,Maldah,"1,998",Kharif     ,285,296
Ginger,Maldah,"1,999",Kharif     ,370,414
Ginger,Maldah,"2,000",Kharif     ,405,470
Ginger,Maldah,"2,001",Kharif     ,340,408
Ginger,Maldah,"2,002",Kharif     ,340,408
Ginger,Maldah,"2,003",Kharif     ,340,408
Ginger,Maldah,"2,004",Kharif     ,157,207
Ginger,Maldah,"2,005",Kharif     ,160,220
Ginger,Maldah,"2,006",Kharif     ,139,190
Ginger,Maldah,"2,007",Kharif     ,215,339
Ginger,Maldah,"2,008",Kharif     ,215,339
Ginger,East Medinipur,"1,998",Kharif     ,"1,235","1,765"
Ginger,East Medinipur,"1,999",Kharif     ,"1,147","1,614"
Ginger,East Medinipur,"2,000",Kharif     ,"1,255","1,791"
Ginger,East Medinipur,"2,002",Kharif     ,"1,083","1,341"
Ginger,East Medinipur,"2,004",Kharif     ,"1,143","1,688"
Ginger,East Medinipur,"2,005",Kharif     ,"1,150","1,814"
Ginger,East Medinipur,"2,006",Kharif     ,"1,160","1,840"
Ginger,East Medinipur,"2,007",Kharif     ,"1,165","1,853"
Ginger,East Medinipur,"2,008",Kharif     ,"1,185","1,853"
Ginger,West Medinipur,"1,998",Kharif     ,"1,388","3,498"
Ginger,West Medinipur,"1,999",Kharif     ,"1,170","2,984"
Ginger,West Medinipur,"2,000",Kharif     ,"1,080","2,916"
Ginger,West Medinipur,"2,001",Kharif     ,"1,295","1,832"
Ginger,West Medinipur,"2,002",Kharif     ,"1,538","2,010"
Ginger,West Medinipur,"2,003",Kharif     ,"1,145","1,555"
Ginger,West Medinipur,"2,004",Kharif     ,"1,355","1,850"
Ginger,West Medinipur,"2,005",Kharif     ,"1,621","2,177"
Ginger,West Medinipur,"2,006",Kharif     ,"1,835","2,523"
Ginger,West Medinipur,"2,007",Kharif     ,"1,835","2,523"
Ginger,West Medinipur,"2,008",Kharif     ,"1,635","2,523"
Ginger,Murshidabad,"1,998",Kharif     ,174,159
Ginger,Murshidabad,"1,999",Kharif     ,236,253
Ginger,Murshidabad,"2,000",Kharif     ,255,336
Ginger,Murshidabad,"2,001",Kharif     ,268,362
Ginger,Murshidabad,"2,002",Kharif     ,258,373
Ginger,Murshidabad,"2,003",Kharif     ,251,363
Ginger,Murshidabad,"2,004",Kharif     ,209,339
Ginger,Murshidabad,"2,005",Kharif     ,205,352
Ginger,Murshidabad,"2,006",Kharif     ,214,387
Ginger,Murshidabad,"2,007",Kharif     ,240,570
Ginger,Murshidabad,"2,008",Kharif     ,270,510
Ginger,Nadia,"1,998",Kharif     ,168,143
Ginger,Nadia,"1,999",Kharif     ,245,219
Ginger,Nadia,"2,000",Kharif     ,200,29
Ginger,Nadia,"2,001",Kharif     ,188,160
Ginger,Nadia,"2,002",Kharif     ,163,176
Ginger,Nadia,"2,003",Kharif     ,157,184
Ginger,Nadia,"2,004",Kharif     ,157,184
Ginger,Nadia,"2,005",Kharif     ,130,148
Ginger,Nadia,"2,006",Kharif     ,172,205
Ginger,Nadia,"2,007",Kharif     ,198,255
Ginger,Nadia,"2,008",Kharif     ,210,355
Ginger,East Bardhaman,"1,998",Kharif     ,48,63
Ginger,East Bardhaman,"1,999",Kharif     ,123,161
Ginger,East Bardhaman,"2,000",Kharif     ,113,164
Ginger,East Bardhaman,"2,001",Kharif     ,156,356
Ginger,East Bardhaman,"2,002",Kharif     ,126,233
Ginger,East Bardhaman,"2,003",Kharif     ,143,254
Ginger,East Bardhaman,"2,004",Kharif     ,128,226
Ginger,East Bardhaman,"2,005",Kharif     ,148,279
Ginger,East Bardhaman,"2,006",Kharif     ,176,326
Ginger,East Bardhaman,"2,007",Kharif     ,181,346
Ginger,East Bardhaman,"2,008",Kharif     ,181,346
Ginger,Purulia,"1,998",Kharif     ,90,132
Ginger,Purulia,"1,999",Kharif     ,93,139
Ginger,Purulia,"2,000",Kharif     ,126,56
Ginger,Purulia,"2,001",Kharif     ,129,50
Ginger,Purulia,"2,002",Kharif     ,131,70
Ginger,Purulia,"2,003",Kharif     ,147,103
Ginger,Purulia,"2,004",Kharif     ,116,95
Ginger,Purulia,"2,005",Kharif     ,116,95
Ginger,Purulia,"2,006",Kharif     ,134,128
Ginger,Purulia,"2,007",Kharif     ,212,194
Ginger,Purulia,"2,008",Kharif     ,212,194
Gram,24 Parganas North,"1,997",Rabi       ,267,160
Gram,24 Parganas North,"1,998",Rabi       ,"1,191",890
Gram,24 Parganas North,"1,999",Rabi       ,909,727
Gram,24 Parganas North,"2,000",Rabi       ,"1,123",780
Gram,24 Parganas North,"2,001",Rabi       ,818,665
Gram,24 Parganas North,"2,002",Rabi       ,951,709
Gram,24 Parganas North,"2,003",Rabi       ,235,240
Gram,24 Parganas North,"2,004",Rabi       ,648,626
Gram,24 Parganas North,"2,005",Rabi       ,819,811
Gram,24 Parganas North,"2,006",Rabi       ,713,481
Gram,24 Parganas North,"2,007",Rabi       ,510,432
Gram,24 Parganas North,"2,008",Rabi       ,407,378
Gram,24 Parganas North,"2,009",Rabi       ,569,583
Gram,24 Parganas North,"2,010",Rabi       ,69,63
Gram,24 Parganas North,"2,011",Rabi       ,337,358
Gram,24 Parganas North,"2,012",Rabi       ,852,899
Gram,24 Parganas North,"2,013",Rabi       ,856,953
Gram,24 Parganas North,"2,014",Rabi       ,440,495
Gram,24 Parganas North,"2,015",Rabi       ,"1,027",623
Gram,24 Parganas North,"2,016",Rabi       ,"1,108",965
Gram,24 Parganas North,"2,017",Rabi       ,210,261
Gram,24 Parganas North,"2,018",Rabi       ,777,531
Gram,24 Parganas North,"2,019",Rabi       ,461,198
Gram,24 Parganas South,"1,999",Rabi       ,7,6
Gram,24 Parganas South,"2,000",Rabi       ,140,120
Gram,24 Parganas South,"2,001",Rabi       ,2,2
Gram,24 Parganas South,"2,005",Rabi       ,291,288
Gram,24 Parganas South,"2,006",Rabi       ,12,8
Gram,24 Parganas South,"2,007",Rabi       ,34,29
Gram,24 Parganas South,"2,008",Rabi       ,217,202
Gram,24 Parganas South,"2,009",Rabi       ,239,245
Gram,24 Parganas South,"2,010",Rabi       ,462,424
Gram,24 Parganas South,"2,011",Rabi       ,594,632
Gram,24 Parganas South,"2,012",Rabi       ,597,630
Gram,24 Parganas South,"2,013",Rabi       ,646,719
Gram,24 Parganas South,"2,014",Rabi       ,676,761
Gram,24 Parganas South,"2,015",Rabi       ,766,465
Gram,24 Parganas South,"2,016",Rabi       ,418,364
Gram,24 Parganas South,"2,017",Rabi       ,30,37
Gram,24 Parganas South,"2,018",Rabi       ,425,291
Gram,24 Parganas South,"2,019",Rabi       ,100,43
Gram,Alipurduar,"2,016",Rabi       ,62,63
Gram,Alipurduar,"2,017",Rabi       ,31,44
Gram,Alipurduar,"2,018",Rabi       ,60,67
Gram,Alipurduar,"2,019",Rabi       ,70,92
Gram,Bankura,"1,997",Rabi       ,83,10
Gram,Bankura,"1,998",Rabi       ,39,40
Gram,Bankura,"1,999",Rabi       ,21,21
Gram,Bankura,"2,000",Rabi       ,13,10
Gram,Bankura,"2,001",Rabi       ,15,15
Gram,Bankura,"2,002",Rabi       ,24,15
Gram,Bankura,"2,003",Rabi       ,20,23
Gram,Bankura,"2,004",Rabi       ,92,148
Gram,Bankura,"2,005",Rabi       ,35,25
Gram,Bankura,"2,006",Rabi       ,43,17
Gram,Bankura,"2,007",Rabi       ,55,50
Gram,Bankura,"2,008",Rabi       ,15,18
Gram,Bankura,"2,009",Rabi       ,27,19
Gram,Bankura,"2,010",Rabi       ,9,4
Gram,Bankura,"2,011",Rabi       ,17,12
Gram,Bankura,"2,012",Rabi       ,13,19
Gram,Bankura,"2,013",Rabi       ,13,10
Gram,Bankura,"2,014",Rabi       ,26,36
Gram,Bankura,"2,015",Rabi       ,31,37
Gram,Bankura,"2,016",Rabi       ,69,74
Gram,Bankura,"2,017",Rabi       ,691,913
Gram,Bankura,"2,018",Rabi       ,"1,158","1,463"
Gram,Bankura,"2,019",Rabi       ,"1,226","1,794"
Gram,Birbhum,"1,997",Rabi       ,"4,204","2,490"
Gram,Birbhum,"1,998",Rabi       ,"3,988","4,940"
Gram,Birbhum,"1,999",Rabi       ,"4,897","5,124"
Gram,Birbhum,"2,001",Rabi       ,"12,134","12,666"
Gram,Birbhum,"2,002",Rabi       ,"9,916","9,694"
Gram,Birbhum,"2,003",Rabi       ,"9,136","11,526"
Gram,Birbhum,"2,004",Rabi       ,"8,366","6,625"
Gram,Birbhum,"2,005",Rabi       ,"11,557","9,549"
Gram,Birbhum,"2,006",Rabi       ,"12,426","9,843"
Gram,Birbhum,"2,007",Rabi       ,"9,501","11,083"
Gram,Birbhum,"2,008",Rabi       ,"9,426","11,282"
Gram,Birbhum,"2,009",Rabi       ,"8,536","9,235"
Gram,Birbhum,"2,010",Rabi       ,"8,163","10,541"
Gram,Birbhum,"2,011",Rabi       ,"7,147","7,687"
Gram,Birbhum,"2,012",Rabi       ,"7,131","9,239"
Gram,Birbhum,"2,013",Rabi       ,"7,155","9,486"
Gram,Birbhum,"2,014",Rabi       ,"6,781","9,423"
Gram,Birbhum,"2,015",Rabi       ,"10,116","10,172"
Gram,Birbhum,"2,016",Rabi       ,"7,680","9,963"
Gram,Birbhum,"2,017",Rabi       ,"12,363","18,319"
Gram,Birbhum,"2,018",Rabi       ,"10,599","15,972"
